Angry Expr,Disgust Expr,Fear Expr,Happy Expr,Sad Expr,Surprise Expr,Neutral Expr
0.010530748404562473,6.876963743707165e-05,0.0015592036070302129,0.02011166140437126,0.00764759536832571,0.0009953040862455964,0.9590867161750793
0.06658970564603806,0.0003412552468944341,0.008135536685585976,0.00555203203111887,0.05632037669420242,0.0007352024549618363,0.86232590675354
0.0003661431837826967,1.3733015293837525e-05,0.0001391134283039719,0.9913095235824585,0.0027531608939170837,4.973894465365447e-05,0.005368510726839304
0.0073250653222203255,0.00028470499091781676,0.004669181536883116,0.8754069209098816,0.0463528074324131,0.0019454050343483686,0.06401588022708893
3.2771269616205245e-05,6.420909357984783e-06,1.1331713722029235e-05,0.9869649410247803,5.9072222938993946e-05,0.00011238861770834774,0.012813176028430462
0.03372886776924133,0.00017966251471079886,0.06957735866308212,0.17642180621623993,0.05668937787413597,0.14457391202449799,0.5188289284706116
0.25887906551361084,0.0016717280959710479,0.05044321343302727,0.04409031197428703,0.28092554211616516,0.0051086354069411755,0.35888150334358215
0.12201977521181107,0.00020494378986768425,0.03970155119895935,0.23143604397773743,0.14998924732208252,0.008851870894432068,0.44779661297798157
0.031092951074242592,0.002075385767966509,0.014288833364844322,0.11832277476787567,0.041621796786785126,0.038029734045267105,0.7545684576034546
3.6144872410659445e-06,4.3516683945199475e-07,2.1597747945634183e-06,0.9997949004173279,0.00017373074661009014,4.8699115495765e-07,2.464900171617046e-05
0.01341773010790348,8.6977479440975e-06,0.04066840186715126,0.01450610812753439,0.03617270290851593,0.0016910834237933159,0.8935352563858032
0.00955087412148714,2.1549296434386633e-05,0.005843283608555794,0.0012031871592625976,0.013029893860220909,0.06181902065873146,0.9085322022438049
0.056299932301044464,0.0004517395282164216,0.014845583587884903,0.01775774545967579,0.050195831805467606,0.031802546232938766,0.8286466598510742
0.08168487995862961,0.0037442920729517937,0.00926352757960558,0.10438213497400284,0.07758460938930511,0.001869122264906764,0.7214714884757996
0.05622734874486923,0.005077961832284927,0.06450662016868591,0.47943755984306335,0.08580497652292252,0.021286869421601295,0.2876586616039276
0.0006136681768111885,1.4463045090451487e-06,0.0003757943632081151,0.9725331664085388,0.003465551184490323,5.2183688239892945e-05,0.022958282381296158
0.1912841498851776,0.008125877939164639,0.15285907685756683,0.23281359672546387,0.1214001402258873,0.005899599753320217,0.28761762380599976
0.04892699420452118,0.00043307410669513047,0.027719981968402863,0.022691363468766212,0.22185368835926056,0.0031839360017329454,0.6751909255981445
0.04321886599063873,0.001613211934454739,0.04903535917401314,0.02540549263358116,0.5132988095283508,0.003832849208265543,0.3635953664779663
0.2837429940700531,0.0003337043453939259,0.08393573015928268,0.052114952355623245,0.18610690534114838,0.04425681009888649,0.34950897097587585
0.019632186740636826,0.00014494544302579015,0.008296952582895756,0.015293283388018608,0.03048798255622387,0.0026847138069570065,0.9234600067138672
0.044686801731586456,0.0018453247612342238,0.04524003714323044,0.02284940332174301,0.037137147039175034,0.005938958842307329,0.8423022627830505
0.018622945994138718,0.00017598253907635808,0.006535349879413843,0.05299434810876846,0.022280745208263397,0.012096384540200233,0.8872941732406616
0.010878896340727806,6.881600711494684e-05,0.010679810307919979,0.2514849007129669,0.06644420325756073,0.00020208873320370913,0.6602413654327393
0.034737855195999146,0.002662393730133772,0.005812280345708132,0.6097256541252136,0.04809384047985077,0.0012792127672582865,0.2976888418197632
0.015331749804317951,0.00011254380660830066,0.011232078075408936,0.014602658338844776,0.008727174252271652,0.00634628813713789,0.9436474442481995
0.1113719642162323,0.0009077569120563567,0.19535982608795166,0.05167972296476364,0.4538153111934662,0.004199555609375238,0.18266582489013672
0.008948443457484245,4.6958222810644656e-05,0.012992645613849163,0.0024448721669614315,0.0064434693194925785,0.005236630793660879,0.9638869762420654
0.07787194103002548,0.0004754953843075782,0.19280530512332916,0.08475933223962784,0.4184914827346802,0.005500552244484425,0.22009584307670593
0.006418163422495127,0.00010539196227909997,0.006850795354694128,0.017789332196116447,0.016049105674028397,0.0009914732072502375,0.951795756816864
0.060911018401384354,0.00044871671707369387,0.2510201334953308,0.06444130837917328,0.41801294684410095,0.008871923200786114,0.19629395008087158
0.0989060029387474,0.07713624089956284,0.041625745594501495,0.1968359351158142,0.14865730702877045,0.011586198583245277,0.4252525269985199
0.019684847444295883,0.0001632579806027934,0.1505260169506073,0.07931151241064072,0.4486318826675415,0.008238718844950199,0.2934437394142151
0.008381979539990425,0.005257217679172754,0.0032101513352245092,0.7441540956497192,0.0890391618013382,0.0020286808721721172,0.1479286551475525
0.052023325115442276,9.814521035877988e-05,0.13765200972557068,0.1619739830493927,0.294577956199646,0.007056104950606823,0.3466184735298157
0.31983688473701477,0.00955900177359581,0.048772916197776794,0.14310859143733978,0.3147025406360626,0.0071758064441382885,0.15684419870376587
0.05134328454732895,0.0001133275218307972,0.16769109666347504,0.04677019640803337,0.38486188650131226,0.004271897487342358,0.3449483811855316
0.05001521855592728,6.486827624030411e-05,0.040795303881168365,0.01804196648299694,0.07854858785867691,0.032882001250982285,0.7796519994735718
0.0419970341026783,0.007918124087154865,0.019660785794258118,0.2384503334760666,0.08771805465221405,0.015940025448799133,0.5883156657218933
0.020360544323921204,0.00271748099476099,0.023673037067055702,0.39248234033584595,0.0326819084584713,0.032297324389219284,0.4957874119281769
0.16280412673950195,0.0019005618523806334,0.26994436979293823,0.07565847039222717,0.1337766796350479,0.07654041051864624,0.2793753147125244
0.045010242611169815,0.002851564669981599,0.030478276312351227,0.03312760964035988,0.1101994588971138,0.03275274857878685,0.7455800771713257
0.01589270867407322,0.00014944070426281542,0.014014082960784435,0.020944518968462944,0.03368128836154938,0.00846028607338667,0.9068577289581299
0.0158882737159729,0.00013538487837649882,0.007994738407433033,0.02608923427760601,0.025583481416106224,0.0037386741023510695,0.9205702543258667
0.07885285466909409,0.0009490593220107257,0.11724548041820526,0.14607082307338715,0.4090430736541748,0.0034522588830441236,0.2443864494562149
0.1138557642698288,0.015465211123228073,0.05401649698615074,0.06794597953557968,0.24553212523460388,0.007687888108193874,0.4954964220523834
0.05180192366242409,0.0002380120276939124,0.15370458364486694,0.08975660800933838,0.3076770007610321,0.006014808546751738,0.39080700278282166
0.153481125831604,0.0029486161656677723,0.2549443542957306,0.21874482929706573,0.31892892718315125,0.03519600257277489,0.01575607992708683
0.05045630410313606,0.00029169092886149883,0.23650594055652618,0.12961891293525696,0.4090661406517029,0.0025600327644497156,0.1715010106563568
0.07699014246463776,1.003091165330261e-05,0.012103854678571224,0.16566821932792664,0.020874081179499626,0.08513261377811432,0.6392210125923157
0.02067725546658039,0.0015301849925890565,0.005687691271305084,0.5451588034629822,0.027886832132935524,0.005060030147433281,0.393999308347702
0.021441593766212463,0.0007790277595631778,0.02313496358692646,0.28931567072868347,0.06301276385784149,0.026005709543824196,0.5763102173805237
0.011024477891623974,0.000740845047403127,0.013662153854966164,0.2261378914117813,0.021201372146606445,0.020548222586512566,0.7066851258277893
0.025612670928239822,4.287085903342813e-05,0.018442627042531967,0.03301165997982025,0.17974799871444702,0.001048879697918892,0.7420933246612549
0.03630915284156799,0.0002579287101980299,0.03018987737596035,0.03668215870857239,0.10387608408927917,0.0028208810836076736,0.7898638844490051
0.1000661626458168,0.00024913292145356536,0.06659524887800217,0.14262305200099945,0.21788008511066437,0.027491217479109764,0.44509512186050415
0.04181881621479988,0.0001550106389913708,0.08580338209867477,0.03414539992809296,0.2599840462207794,0.00364294508472085,0.5744503736495972
0.00257187825627625,3.3785313462431077e-06,0.0051651690155267715,0.12241923809051514,0.07103847712278366,0.0012679073261097074,0.7975339293479919
0.02056971564888954,1.9222698028897867e-05,0.06740722805261612,0.24575379490852356,0.3091753125190735,0.0017953686183318496,0.3552793264389038
0.08138173818588257,2.7189063985133544e-05,0.16806043684482574,0.2431921511888504,0.2790895402431488,0.03641919046640396,0.19182966649532318
0.0016524542588740587,2.8880363061034586e-06,0.0013722025323659182,0.188270702958107,0.011354287154972553,0.0007432693964801729,0.7966041564941406
0.06028491258621216,5.797194899059832e-05,0.004106226842850447,0.044113799929618835,0.03289538249373436,0.01643242873251438,0.8421093225479126
0.014791896566748619,6.845787720521912e-05,0.004052349366247654,0.4958800971508026,0.013592628762125969,0.016436055302619934,0.45517852902412415
0.027571702376008034,4.0494680433766916e-05,0.00567575404420495,0.22125130891799927,0.05774957314133644,0.002493304433301091,0.6852178573608398
0.07330729067325592,0.00018266857659909874,0.011679188348352909,0.053826503455638885,0.048861872404813766,0.01692577265202999,0.7952166795730591
0.029094716534018517,5.5479296861449257e-05,0.012861233204603195,0.07579895853996277,0.15685002505779266,0.0240909643471241,0.7012485861778259
0.11820319294929504,0.003404388902708888,0.03544049337506294,0.4009084403514862,0.10313773900270462,0.001326093915849924,0.3375796377658844
0.1342867612838745,0.0034156134352087975,0.043706849217414856,0.016494598239660263,0.24778598546981812,0.032221145927906036,0.5220890045166016
0.10302125662565231,0.0004642608982976526,0.07751940935850143,0.06974144279956818,0.4138859808444977,0.01555783860385418,0.31980979442596436
0.05983549356460571,0.00034390846849419177,0.04247620701789856,0.2938963770866394,0.166973277926445,0.0063645560294389725,0.4301101565361023
0.01219090074300766,8.577327207603958e-06,0.001902851858176291,0.21817085146903992,0.03587088733911514,0.0019885473884642124,0.7298673987388611
0.1227644681930542,3.412421574466862e-05,0.05671722814440727,0.0208405964076519,0.3560905158519745,0.01464533805847168,0.4289076328277588
0.08348836749792099,0.0010521062649786472,0.06652160733938217,0.4448157250881195,0.12095064669847488,0.010425557382404804,0.27274590730667114
0.04287835210561752,0.00990238692611456,0.08729977905750275,0.037181537598371506,0.26418501138687134,0.08462774008512497,0.4739251434803009
0.15499544143676758,4.453514702618122e-05,0.10538258403539658,0.001943308161571622,0.11587435007095337,0.046382199972867966,0.5753775835037231
0.12973211705684662,6.069667051633587e-06,0.009343232028186321,0.5211228728294373,0.07897432148456573,0.001657206448726356,0.25916415452957153
0.05264994502067566,0.00023193645756691694,0.15302740037441254,0.36180180311203003,0.10453808307647705,0.1894325613975525,0.1383182406425476
0.19334174692630768,0.0002376033371547237,0.04374022036790848,0.22834469377994537,0.07093627005815506,0.17834383249282837,0.28505563735961914
0.003678170731291175,5.273899205349153e-06,0.00023412898008245975,0.9831189513206482,0.0025918250903487206,0.0001331522798864171,0.010238546878099442
0.07551534473896027,0.00019436373258940876,0.007867123931646347,0.7541149854660034,0.03403550013899803,0.0026765428483486176,0.12559618055820465
0.4560684859752655,0.0001200281476485543,0.2736307680606842,0.004579111002385616,0.1616627722978592,0.007148719392716885,0.09679005295038223
0.18719907104969025,0.006977596785873175,0.05930512025952339,0.2283223271369934,0.14833888411521912,0.10011623054742813,0.2697407603263855
0.017505187541246414,0.0001296583650400862,0.004449944011867046,0.8879232406616211,0.040021203458309174,0.01472980435937643,0.03524091839790344
0.002936003962531686,1.0354670848755632e-05,0.0016995349433273077,0.9796583652496338,0.01362596731632948,0.0004979895311407745,0.001571836182847619
0.007225757464766502,6.663853855570778e-05,0.05548098683357239,0.8520900011062622,0.05146140977740288,0.0011293359566479921,0.03254590928554535
0.016561433672904968,0.000630586757324636,0.0029701499734073877,0.9588904976844788,0.008263054303824902,0.00887563917785883,0.0038086995482444763
0.030808940529823303,0.0018862199503928423,0.014467524364590645,0.006820685230195522,0.054763052612543106,0.026176773011684418,0.8650767803192139
0.12412930279970169,0.02316942997276783,0.04831613972783089,0.13094739615917206,0.12891913950443268,0.06871591508388519,0.4758026897907257
0.0003658805799204856,1.7391178275261154e-08,0.00045542980660684407,0.995741605758667,0.001746881753206253,0.00024751632008701563,0.0014426736161112785
0.0008365612011402845,2.3939041057019494e-05,0.0002605671470519155,0.9855009913444519,0.0007172944024205208,0.0036190077662467957,0.009041516110301018
0.005654806736856699,8.318426807818469e-06,0.0012741608079522848,0.958605945110321,0.010796557180583477,8.837746281642467e-05,0.023571854457259178
0.4015600085258484,0.003478831145912409,0.1617681384086609,0.003022788092494011,0.2292981743812561,0.027504906058311462,0.17336717247962952
0.06182411313056946,0.0009057043353095651,0.08635938912630081,0.22815139591693878,0.29630380868911743,0.013801122084259987,0.3126544654369354
0.04168570041656494,0.00017116799426730722,0.017389634624123573,0.5330911874771118,0.07898549735546112,0.01555302832275629,0.31312382221221924
0.00478688208386302,1.0104133707500296e-06,0.00026136968517675996,0.988355278968811,0.0029818813782185316,7.490134521503933e-06,0.003606007434427738
0.07813114672899246,0.0034049260430037975,0.06253556162118912,0.4134465157985687,0.3451966941356659,0.013611224479973316,0.08367393910884857
0.19512051343917847,0.007809007074683905,0.06703402101993561,0.2274845391511917,0.08720919489860535,0.03656608983874321,0.3787766098976135
0.045308202505111694,0.00019506634271238,0.06453340500593185,0.7028928399085999,0.14204956591129303,0.0017109778709709644,0.043309878557920456
0.02190386690199375,0.00014825385005678982,0.017444904893636703,0.12488315254449844,0.09023617953062057,0.007387533783912659,0.7379961013793945
0.03866492956876755,2.7641779524856247e-05,0.02557380311191082,0.0751570537686348,0.2957615256309509,0.015323148109018803,0.5494918823242188
0.05944427102804184,0.00019039525068365037,0.02212618663907051,0.03777958080172539,0.22859421372413635,0.0024462800938636065,0.6494190096855164
0.07032045722007751,0.0023886195849627256,0.03418171405792236,0.09135925769805908,0.0767878070473671,0.05403165891766548,0.6709305047988892
